Serial number;Method name;Last modification;Sample ID;Start time;End time;Weight [g];Titration duration [s];Start pH;End pH;Start temperature [°C];End temperature [°C];Zero point [pH];Slope [%];EQ1 [ml];EQ1 [pH];result [ml];Mean value 1 [ml];RSD 1 [%];Recalculation
10011279;pH titration NaOH;11/19/21 11:40:29;Probe;11/19/21 11:40:33;11/19/21 11:40:59;1.00000;26.81;2.958;2.957;24.2;24.2;6.88;98.1;---;---;0.00 ;;
10011279;pH titration NaOH;11/19/21 11:46:22;Probe;11/19/21 11:46:25;11/19/21 12:49:55;1.00000;3805.64;2.221;11.001;24.2;24.2;6.88;98.1;17.687;7.194;17.69 ;8.90 ;
10011279;pH titration NaOH;11/19/21 12:55:32;Probe;11/19/21 12:55:35;11/19/21 13:51:47;1.00000;3367.57;2.114;11.007;24.2;24.2;6.88;98.1;17.400;6.688;17.40 ;11.73 ;85.87 
10011279;pH titration NaOH;11/19/21 14:08:01;Probe;11/19/21 14:08:05;11/19/21 15:06:57;1.00000;3527.54;2.142;11.005;24.2;24.2;6.88;98.1;16.397;7.383;16.40 ;12.90 ;66.29 
10011279;pH titration NaOH;11/19/21 15:09:41;Probe;11/19/21 15:09:44;11/19/21 16:13:53;1.00000;3843.99;2.201;11.007;24.2;24.2;6.88;98.1;16.588;6.740;16.59 ;13.64 ;55.63 
10011279;pH titration NaOH;11/22/21 11:11:48;Probe;11/22/21 11:11:51;11/22/21 12:37:11;1.00000;5113.22;2.115;11.000;24.2;24.2;6.88;98.1;27.077;7.494;27.08 ;;
10011279;pH titration NaOH;11/22/21 12:43:17;Probe;11/22/21 12:43:20;11/22/21 13:52:06;1.00000;4121.17;2.307;11.011;24.2;24.2;6.88;98.1;19.919;8.145;19.92 ;23.50 ;
10011279;pH titration NaOH;11/22/21 14:01:56;Probe;11/22/21 14:01:59;11/22/21 15:00:48;1.00000;3524.29;2.250;11.006;24.2;24.2;6.88;98.1;19.276;7.389;19.28 ;;
10011279;pH titration NaOH;11/25/21 11:13:46;Probe;11/25/21 11:13:50;11/25/21 13:10:19;1.00000;6980.75;1.477;11.007;24.2;24.2;6.88;98.1;48.312;5.069;48.31 ;;
10011279;pH titration NaOH;11/25/21 13:40:09;Probe;11/25/21 13:40:12;11/25/21 14:45:34;1.00000;3916.76;1.449;11.003;24.2;24.2;6.88;98.1;22.321;5.374;22.32 ;;
10011279;pH titration NaOH;11/25/21 15:28:23;Probe;11/25/21 15:28:26;11/25/21 16:26:49;1.00000;3498.55;1.619;11.005;24.2;24.2;6.88;98.1;13.900;3.859;13.90 ;18.11 ;
10011279;pH titration NaOH;11/26/21 9:42:56;Probe;11/26/21 9:43:00;11/26/21 10:14:58;1.00000;1915.65;1.752;11.008;24.2;24.2;6.88;98.1;11.021;7.112;11.02 ;;
10011279;pH titration NaOH;11/26/21 10:26:38;Probe;11/26/21 10:26:42;11/26/21 11:23:35;1.00000;3408.69;2.145;3.932;24.2;24.2;6.88;98.1;5.740;3.124;5.74 ;8.38 ;
10011279;pH titration NaOH;11/26/21 11:27:37;Probe;11/26/21 11:27:40;11/26/21 13:58:07;1.00000;9015.50;3.909;8.398;24.2;24.2;6.88;98.1;57.868;7.310;57.87 ;24.88 ;115.35 
10011279;pH titration NaOH;11/26/21 14:02:55;Probe;11/26/21 14:02:59;11/26/21 15:08:02;1.00000;3898.16;1.737;11.007;24.2;24.2;6.88;98.1;15.786;6.141;15.79 ;22.60 ;105.58 
10011279;pH titration NaOH;11/26/21 15:20:27;Probe;11/26/21 15:20:31;11/26/21 16:51:35;1.00000;5456.96;1.499;5.499;24.2;24.2;6.88;98.1;47.450;5.417;47.45 ;;
10011279;pH titration NaOH;11/29/21 12:08:21;Probe;11/29/21 12:08:24;11/29/21 13:25:48;1.00000;4637.90;1.582;11.002;24.2;24.2;6.88;98.1;22.272;6.552;22.27 ;;
10011279;pH titration NaOH;11/29/21 13:31:31;Probe;11/29/21 13:31:35;11/29/21 14:47:42;1.00000;4561.91;1.147;11.001;24.2;24.2;6.88;98.1;32.977;7.491;32.98 ;;
10011279;pH titration NaOH;12/01/21 11:08:33;Probe;12/01/21 11:08:37;12/01/21 11:46:41;1.00000;2281.14;1.312;11.013;24.2;24.2;6.88;98.1;14.907;6.784;14.91 ;;
10011279;pH titration NaOH;12/01/21 11:53:46;Probe;12/01/21 11:53:49;12/01/21 13:52:33;1.00000;7115.25;2.579;11.002;24.2;24.2;6.88;98.1;60.009;10.574;60.01 ;37.46 ;
10011279;pH titration NaOH;12/01/21 13:57:31;Probe;12/01/21 13:57:34;12/01/21 14:26:21;1.00000;1724.32;1.559;11.009;24.2;24.2;6.88;98.1;11.495;8.545;11.49 ;28.81 ;93.99 
10011279;pH titration NaOH;12/06/21 14:16:04;Probe;12/06/21 14:16:08;12/06/21 14:48:58;1.00000;1968.01;2.067;11.002;24.2;24.2;6.88;98.1;6.146;7.849;6.15 ;;
10011279;pH titration NaOH;12/06/21 14:54:47;Probe;12/06/21 14:54:50;12/06/21 15:33:17;1.00000;2303.96;1.940;11.007;24.2;24.2;6.88;98.1;11.088;6.254;11.09 ;8.62 ;
10011279;pH titration NaOH;12/06/21 15:48:55;Probe;12/06/21 15:48:59;12/06/21 16:32:56;1.00000;2634.36;1.811;11.005;24.2;24.2;6.88;98.1;15.109;7.802;15.11 ;10.78 ;41.62 
10011279;pH titration NaOH;12/07/21 10:33:35;Probe;12/07/21 10:33:38;12/07/21 12:39:03;1.00000;7515.46;2.351;11.000;24.2;24.2;6.88;98.1;60.010;10.337;60.01 ;;
10011279;pH titration NaOH;12/07/21 15:01:24;Probe;12/07/21 15:01:27;12/07/21 15:41:51;1.00000;2420.80;2.289;11.000;24.2;24.2;6.88;98.1;9.413;6.604;9.41 ;;
10011279;pH titration NaOH;12/08/21 12:29:32;Probe;12/08/21 12:29:35;12/08/21 13:08:02;1.00000;2303.53;1.999;11.001;24.2;24.2;6.88;98.1;9.504;5.438;9.50 ;;
10011279;pH titration NaOH;12/08/21 14:24:12;Probe;12/08/21 14:24:15;12/08/21 15:01:03;1.00000;2205.40;1.992;11.005;24.2;24.2;6.88;98.1;10.087;5.811;10.09 ;9.79 ;
10011279;pH titration NaOH;12/08/21 15:53:32;Probe;12/08/21 15:53:36;12/08/21 16:58:10;1.00000;3869.34;2.047;11.000;24.2;24.2;6.88;98.1;20.326;6.135;20.33 ;;
10011279;pH titration NaOH;12/10/21 10:07:23;Probe;12/10/21 10:07:26;12/10/21 10:46:04;1.00000;2315.02;1.999;11.001;24.2;24.2;6.88;98.1;10.871;6.687;10.87 ;;
10011279;pH titration NaOH;12/10/21 10:53:37;Probe;12/10/21 10:53:40;12/10/21 11:30:26;1.00000;2202.88;1.771;11.000;24.2;24.2;6.88;98.1;12.986;6.663;12.99 ;11.93 ;
